input,target
contents,contents
Spewak,Speak
rply,reply
wnot,not
cnvicts,convicts
gathegred,gathered
just,just
among,among
occasinoally,occasionally
dowJ,down
meet,meet
lownr,lower
lip,lip
As,As
case,case
Ther,There
eb,be
settled,settled
between,between
cannn,cannon
cOrowd,crowd
dragging,dragging
cannonn,cannon
killed,killed
someone,someone
intelligetnt,intelligent
mun,men
car,car
send,send
courier,courier
General,General
Kutuzov,Kutuzov
let,let
noUt,not
offCicer,officer
Men,Men
uniforms,uniforms
irst,First
Senator,Senator
O,O
whBt,what
Tsi,Tis
because,because
ewant,want
ape,ape
foolish,foolish
enthsuiasm,enthusiasm
Muscovites,Muscovites
HoV,How
yiu,you
judge,judge
best,best
hL,he
blood,blood
rushing,rushing
body,body
perfelt,perfect
watch,watch
thaQt,that
certain,certain
elling,selling
Dny,any
orf,of
wifes,wifes
property,property
having,having
small,small
Second,Second
Keeper,Keeper
funriture,furniture
Qand,and
mean,mean
array,array
yor,your
Fpromise,promise
cfor,for
earldom,earldom
waQr,war
solitics,politics
buz,but
related,related
high,high
twentysixth,twentysixth
August,August
unimporrant,unimportant
inheKitance,inheritance
ubt,but
kno,know
whom,whom
used,used
emotion,emotion
tif,if
justifying,justifying
Well,Well
whatever,whatever
EDWARD,EDWARD
Alce,Alice
Vidnt,didnt
thin,think
ThrFe,Three
HilLs,Hills
Havign,Having
waited,waited
Rostopchin,Rostopchin
CAMMILLO,CAMILLO
dressing,dressing
Osalad,salad
ani,and
gucumber,cucumber
ufeet,feet
improepr,improper
smild,smiled
encourage,encourage
Ioctor,doctor
expecting,expecting
agother,another
sent,sent
town,town
Heaven,Heaven
fe,me
ait,it
granting,granting
suit,suit
Krelmin,Kremlin
yesI,yesI
wilLl,will
laws,laws
teach,teach
comfort,comfort
Bignley,Bingley
Town,down
agian,again
summer,summer
ho,who
bene,been
slowly,slowly
shoted,shouted
Stop,Stop
calling,calling
hounds,hounds
flakn,flank
noncommissioed,noncommissioned
stopped,stopped
Blown,Blown
windy,windy
tempest,tempest
Vf,of
hart,heart
hame,shame
comK,come
York,York
jooyus,joyous
lightness,lightness
shortly,shortly
woGld,would
kill,kill
othre,other
Thou,Thou
Aith,With
sitgns,signs
aged,aged
neck,neck
divine,divine
alove,love
io,to
Harder,Harder
blessed,blessed
LEONTE,LEONTES
nibbled,nibbled
scome,some
mre,more
letfhand,lefthand
bit,bit
mushroom,mushroom
raised,raised
ome,Come
spu,sup
betimes,betimes
afterwards,afterwards
qnd,And
vehement,vehement
instigatoin,instigation
skin,skin
think,think
Jf,of
mo,me
Perhpas,Perhaps
useful,useful
Serene,Serene
likeness,likeness
Wickham,Wickham
suspended,suspended
amongst,amongst
severac,several
otjher,other
miniatures,miniatures
Sometimes,Sometimes
hOe,he
joined,joined
interested,interested
rwere,were
sobe,some
shouts,shouts
curses,curses
blows,blows
So,So
cunnWng,cunning
aGd,and
wonderful,wonderful
sJtill,still
bale,able
roll,roll
forwadr,forward
effort,effort
remorselessyl,remorselessly
pursued,pursued
yobung,young
voluntarily,voluntarily
undertaken,undertaken
theOm,them
othe,the
woan,woman
icn,in
country,country
iR,it
eRINCE,PRINCE
Mhere,where
sotme,some
campfires,campfires
smoking,smoking
black,black
visible,visible
prinec,prince
AKl,All
sas,say
argument,argument
convinces,convinces
maintaned,maintained
Fhe,the
nife,life
original,original
peculiar,peculiar
unique,unique
Marh,March
after,after
grxce,grace
mournings,mournings
heer,here
De,be
maxe,made
His,His
principal,principal
object,object
discover,discover
rights,rights
tfhe,the
relatihons,relations
husband,husband
tkying,trying
Vthrough,through
Xpen,open
doors,doors
adjoining,adjoining
rooms,rooms
GramFercies,Gramercies
Trabio,Tranio
pwell,well
dost,dost
kBecause,Because
mk,my
lodr,lord
lives,lives
BuEt,But
mind,mind
jheir,heir
welldesrving,welldeserving
muKst,must
nistantly,instantly
veerything,everything
anB,and
everythXng,everything
amusing,amusing
noSt,not
redress,redress
possesed,possessed
PMerre,Pierre
waC,was
strong,strong
fortuen,fortune
thmis,this
royal,royal
fight,fight
Kurabgin,Kuragin
asekd,asked
performance,performance
mell,well
thLou,thou
careful,careful
onw,own
wouFld,would
bi,be
speedily,speedily
secured,secured
Though,Though
dared,dared
depend,depend
Fine,Fine
younxg,young
fSllow,fellow
fellow,fellow
hg,he
answers,answers
valet,valet
TRikhon,Tikhon
ith,with
suFnken,sunken
emaciated,emaciated
ehim,him
excep,except
Plmton,Platon
Karataev,Karataev
remained,remained
vivid,vivid
verty,very
results,results
himas,himas
seems,seems
Commend,Commend
aad,and
condemn,condemn
htem,them
service,service
mnaner,manner
Yhis,his
hawd,had
promised,promised
provide,provide
vof,of
voi,void
oMf,of
profanation,profanation
countesz,countess
alwass,always
waned,wanted
princess,princess
Upo,Upon
sweetest,sweetest
flowr,flower
field,field
tCo,to
arataev,Karataev
attachments,attachments
friendships,friendships
hero,hero
rigOt,right
remind,remind
penetate,penetrate
delicate,delicate
white,white
pSomise,promise
couRd,could
noWt,not
bring,bring
decide,decide
demanded,demanded
many,many
lut,But
Gaid,said
BWarwick,Warwick
injuries,injuries
WhKich,Which
havP,have
wsorn,sworn
weed,weed
oly,only
kissxed,kissed
han,hand
taking,taking
unexpectedly,unexpectedly
igve,give
truly,truly
patience,patience
afford,afford
displeasure,displeasure
Lydai,Lydia
came,came
constat,constant
backwardness,backwardness
ompared,compared
Euorpe,Europe
onlP,only
heightened,heightened
Some,Some
bUat,beat
tore,tore
Vyereshchagin,Vereshchagin
tall,tall
youth,youth
haryest,harvest
Nicholaes,Nicholas
pointed,pointed
redspotted,redspotted
bitch,bitch
heodore,Theodore
Ivnych,Ivanych
obwing,bowing
prt,part
battle,battle
Russian,Russian
money,money
whach,which
prepared,prepared
hRaising,Raising
means,means
art,art
Wo,to
osul,soul
blind,blind
lfie,life
destroyed,destroyed
bBut,But
thaNt,that
nhe,the
peril,peril
yome,come
ro,or
happening,happening
nkown,known
everqbody,everybody
hundred,hundred
en,men
anm,and
times,times
door,door
hiumself,himself
behind,behind
crossed,crossed
unconsciously,unconsciously
clering,clearing
Opath,path
seven,seven
yrds,yards
wiDll,will
act,act
ais,as
Everyone,Everyone
daughers,daughters
favour,favour
kan,man
nobody,nobody
cared,cared
Captain,Captain
Ramballe,Ramballe
dhe,the
13th,13th
Light,Light
hegiment,Regiment
Chevalier,Chevalier
Legion,Legion
timdly,timidly
thdis,this
deeper,deeper
rwe,we
devle,delve
search,search
causes,causes
Oh,Oh
delightful,delightful
kepk,kept
running,running
Pierer,Pierre
isxth,sixth
enter,enter
wa,was
conducted,conducted
glass,glass
gallery,gallery
FWor,For
pHople,people
accusomed,accustomed
plans,plans
campaign,campaign
battles,battles
favourite,favourite
somV,some
acquaintance,acquaintance
Hurst,Hurst
going,going
staff,staff
headquarters,headquarters
consider,consider
headqurters,headquarters
afternoon,afternoon
om,of
activity,activity
reached,reached
QUEEN,QUEEN
ATnd,And
twice,twice
Xtoday,today
pickd,pickd
otu,out
dullest,dullest
scent,scent
ay,say
lttle,little
rejoinder,rejoinder
appreciated,appreciated
Kis,his
rainhoaked,rainsoaked
undrclothes,underclothes
prayers,prayers
drank,drank
tea,tea
FiFrst,First
Lord,Lord
GLOUCESTER,GLOUCESTER
definde,defined
depnds,depends
innumejrable,innumerable
conditions,conditions
ThFe,The
wrs,wars
omney,money
hope,hope
Romans,Romans
cheap,cheap
Andrehw,Andrew
merried,married
himkself,himself
Bouriennehad,Bouriennehad
evidently,evidently
bue,be
assure,assure
news,news
affect,affect
cot,cot
wherHe,where
seh,she
btanding,standing
wait,wait
later,later
Pirere,Pierre
gazed,gazed
noAw,now
whth,with
dazed,dazed
sharpshooters,sharpshooters
QEUEN,QUEEN
batle,battle
Vyazma,Vyazma
Petya,Petya
constant,constant
state,state
blissful,blissful
apprenticeship,apprenticeship
Eld,old
maid,maid
squatting,squatting
heals,heels
fornt,front
Rof,of
clerk,clerk
cuffs,cuffs
turned,turned
elsewhere,elsewhere
hoor,honor
sons,sons
print,print
royaVl,royal
dzll,dull
1812,1812
jyo,joy
Uf,of
libedrty,liberty
eclipsed,eclipsed
Pisa,Pisa
reonwnd,renownd
ciSizens,citizens
Half,Half
hour,hour
Rhetor,Rhetor
returned,returned
inform,inform
wthe,the
seeker,seeker
Kutuuzov,Kutuzov
smiled,smiled
HoTrtensio,Hortensio
peace,peace
qthou,thou
knowsQt,knowst
golds,golds
rain,rain
air,air
wags,was
unusually,unusually
pure,pure
smoke,smoke
noYt,not
hang,hang
low,low
woes,woes
frown,frown
upper,upper
ahnd,hand
Keper,Keeper
hve,have
doings,doings
Without,Without
parallel,parallel
tose,those
azll,all
hqave,have
msay,say
jWe,We
trhee,three
heYre,here
neer,neer
chair,chair
knowing,knowing
whhich,which
Elizabeth,Elizabeth
fouMnd,found
eldeJst,eldest
pirncess,princess
moved,moved
witih,with
side,side
stood,stood
mperor,Emperor
Btt,But
smarten,smarten
oneself,oneself
ardently,ardently
lodg,long
nkow,know
whether,whether
AUTOLYCUS,AUTOLYCUS
Woe,Woe
whta,what
yTrds,yards
afder,after
across,across
woman,woman
moveHd,moved
iOs,is
fountain,fountain
rtoubled,troubled
Conut,Count
mr,me
sing,sing
blushing,blushing
fixing,fixing
TEe,The
next,next
opened,opened
cene,scene
Zat,at
Longbourn,Longbourn
Collins,Collins
T,To
thFis,this
Tmoorrow,Tomorrow
RoRtovs,Rostovs
GNicholas,Nicholas
marrying,marrying
desperate,desperate
frightgned,frightened
frm,from
Dneisov,Denisov
waF,was
sietting,sitting
scratching,scratching
pen,pen
sheet,sheet
Shh,She
ha,has
nothnig,nothing
short,short
recommend,recommend
excellent,excellent
third,third
Christmas,Christmas
week,week
awfter,after
xthe,the
midday,midday
dinner,dinner
Sk,So
fiath,faith
boy,boy
hTve,have
Thlt,That
Rstov,Rostov
fas,was
platoon,platoon
skirmishing,skirmishing
duty,duty
front,front
watchmnas,watchmans
Aor,or
cavern,cavern
leading,leading
depths,depths
mangle,mangle
mS,me
witah,with
riht,right
wYord,word
ask,ask
Take,Take
xou,you
lute,lute
books,books
marriage,marriage
recalled,recalled
former,former
rords,words
anY,and
looks,looks
PMrincess,Princess
tw,to
tryig,trying
stifle,stifle
hostile,hostile
sweet,sweet
whihc,which
thir,their
poison,poison
dishonaour,dishonour
ferociously,ferociously
pushed,pushed
elbowing,elbowing
hpis,his
awy,way
hurrah,hurrah
bump,bump
ptaernity,paternity
fne,One
wDould,would
othink,think
artillery,artillery
yTes,yes
assented,assented
W,We
debas,debase
ourselves,ourselves
cousTin,cousin
goverment,government
allows,allows
Got,Not
merly,merely
government,government
Why,Why
thcink,think
heell,hell
hera,hear
Yet,Yet
bite,bite
servinAgmen,servingmen
neXw,new
fustian,fustian
hYad,had
bsiness,business
wanted,wanted
decisions,decisions
Can,Can
anyting,anything
Dispose,Dispose
ROMEO,ROMEO
vrcomte,vicomte
iwshed,wished
story,story
subtle,subtle
wold,would
unseen,unseen
wicked,wicked
Iis,is
correcting,correcting
Oer,her
fualts,faults
possibility,possibility
clean,clean
heB,her
attentions,attentions
brother,brother
Fspoils,spoils
kickd,kickd
nat,at
tye,the
following,following
consierations,considerations
leed,led
Snd,And
waht,what
aCrts,arts
separate,separate
disguise,disguise
Mamma,Mamma
lonP,long
tihnking,thinking
strict,strict
tjhese,these
forms,forms
withuot,without
troubling,troubling
aboust,about
Lief,Life
aZs,as
leaves,leaves
thankful,thankful
Mounting,Mounting
lingered,lingered
battery,battery
po,to
idn,in
future,future
secpred,secured
account,account
actions,actions
RFOTH,FROTH
ELUZABETH,ELIZABETH
LZady,Lady
Catherines,Catherines
ephew,nephew
Heb,Her
edlest,eldest
ister,sister
curst,curst
shrewd,shrewd
Wqen,When
blegan,began
Wicthin,Within
peasanst,peasants
carts,carts
carry,carry
marked,marked
several,several
meeitngs,meetings
xin,in
Derbyshire,Derbyshire
threw,threw
iea,idea
dthat,that
retired,retired
gentlemeninwaiting,gentlemeninwaiting
ereater,greater
resourceful,resourceful
HNicholas,Nicholas
felgt,felt
cornered,cornered
ineviability,inevitability
governing,governing
tOe,the
Meople,people
defined,defined
Throuh,Through
tiis,tis
Baying,saying
due,due
Zad,had
scame,came
shot,shot
elasticity,elasticity
oa,of
movement,movement
Jin,in
godo,good
fortune,fortune
generally,generally
turing,turning
frYnt,front
slightly,slightly
swinging,swinging
don,dont
sai,said
Duchess,Duchess
fact,fact
prisonesr,prisoners
Msaid,said
resolved,resolved
qny,any
ort,sort
Kf,of
Murder,Murder
shy,thy
berath,breath
middle,middle
Page,Page
anMd,and
JuliLe,Julie
Princess,Princess
Drubetskaya,Drubetskaya
resumed,resumed
sorry,sorry
txhat,that
hMd,had
proposed,proposed
delay,delay
jealousy,jealousy
etnering,entering
explanation,explanation
became,became
stepped,stepped
cautiously,cautiously
cold,cold
dirLy,dirty
floor,floor
iwth,with
Xer,her
slim,slim
supple,supple
sister,sister
whateveL,whatever
anxiety,anxiety
non,on
hs,his
behalf,behalf
natural,natural
EPTRUCHIO,PETRUCHIO
nosFe,nose
groing,growing
redder,redder
showed,showed
basenes,baseness
meanness,meanness
knZow,know
understsand,understand
Fedya,Fedya
count,count
sensible,sensible
intelliglnt,intelligent
SICINIUS,SICINIUS
Youyr,Your
wizowdolour,widowdolour
likewise,likewise
unwept,unwept
d,do
unfeignedly,unfeignedly
members,members
compYny,company
Dis,is
sat,sat
ebside,beside
whims,whims
escret,secret
iDlwill,illwill
helpe,helped
conceal,conceal
poverty,poverty
beauty,beauty
doth,doth
mhke,make
thLe,the
jest,jest
thju,thou
lovest,lovest
shw,show
brothUrs,brothers
welcome,welcome
Ys,Yes
knw,know
Siomis,Simois
hyic,hic
est,est
Sigeia,Sigeia
tellus,tellus
argVued,argued
ttat,that
treated,treated
nurse,nurse
hd,had
noticed,noticed
visit,visit
encountr,encounter
Dolgorukov,Dolgorukov
cease,ceased
listne,listen
eto,to
absentmindedly,absentmindedly
torupe,troupe
wBas,was
costing,costing
gocernment,government
corps,corps
thnik,think
Pthe,the
rtend,trend
Mkaing,Making
thme,them
gooZd,good
commanders,commanders
ih,in
jauntV,jaunty
tones,tones
passed,passed
semicircle,semicircle
nna,Anna
PaDvlovna,Pavlovna
continude,continued
free,free
evenings,evenings
kind,kind
planly,plainly
cs,as
cruel,cruel
irrevocable,irrevocable
tNhat,that
curled,curled
rotalting,rotating
lTo,To
wack,walk
milies,miles
canXdle,candle
Ps,is
candle,candle
blown,blown
neighbour,neighbour
jumpiWng,jumping
mad,mad
things,things
alll,all
doswn,down
ill,will
satisifed,satisfied
writing,writing
beben,been
lyig,lying
nearHly,nearly
month,month
railst,railst
oCn,on
birth,birth
tYe,the
heaven,heaven
earth,earth
ACy,Ay
methinks,methinks
Warwick,Warwick
birdge,bridge
perReived,perceived
ydistance,distance
Gardiner,Gardiner
wink,wink
aznd,and
fololwed,followed
lit,list
witT,with
anguels,angels
wXhy,why
noiseleslsy,noiselessly
Bourienne,Bourienne
alsFo,also
shard,shared
thej,them
relit,relit
hu,he
wams,was
bandage,bandage
Vilna,Vilna
Eon,on
leeventh,eleventh
traveling,traveling
drove,drove
straight,straight
witShout,without
xeception,exception
consciousness,consciousness
withot,without
conception,conception
engagement,engagement
BenneOt,Bennet
careflly,carefully
provided,provided
entertainmnet,entertainment
completely,completely
wSay,way
sefcond,second
admire,admire
Nichlas,Nicholas
seen,seen
IAlagin,Ilagin
usual,usual
absence,absence
boote,booty
ell,fell
ix,in
nearly,nearly
captured,captured
Theer,There
dobut,doubt
Highness,Highness
lis,is
thig,thing
tkae,take
eager,eager
interest,interest
gentlemans,gentlemans
cnofession,confession
ye,be
absolved,absolved
comfortabyl,comfortably
Pierr,Pierre
miss,miss
yhe,he
accused,accused
ambition,ambition
More,More
tahn,than
oncz,once
vexed,vexed
woul,would
abandoned,abandoned
aqd,and
prepare,prepare
srugged,shrugged
footmna,footman
Borris,Boris
flight,flight
Moscwo,Moscow
tcat,that
sid,said
unanimously,unanimously
date,hate
idle,idle
pleaMsures,pleasures
Azd,And
wAas,was
rno,no
aoain,again
barkde,barked
fingers,fingers
juts,just
grown,grown
Beign,Being
capabe,capable
pitied,pitied
aer,are
punishd,punished
DaddyI,DaddyI
brothers,brothers
bxlind,blind
beXar,bear
sepak,speak
matrons,matrons
flung,flung
gloves,gloves
gunners,gunners
whho,who
seizEd,seized
strainin,straining
quickly,quickly
Lo,Lo
glory,glory
smeadr,smeard
dust,dust
paYsage,passage
Ywill,will
commo,common
ipmulse,impulse
bound,bound
whMole,whole
mass,mass
virtoous,virtuous
obstinate,obstinate
wht,what
vdo,do
thEnk,think
eTll,Tell
fares,fares
lovivng,loving
mtoher,mother
tat,that
present,present
play,play
spasms,spasms
Pside,side
aOd,and
pains,pains
beatings,beatings
nurking,nursing
milk,milk
spoiled,spoiled
Yours,Yours
vdry,very
sincerely,sincerely
hlard,heard
vauntingly,vauntingly
spakest,spakest
hWat,What
sayst,sayst
tVou,thou
DUKu,DUKE
OF,OF
AUMERaLE,AUMERLE
Isabe,Isabel
sport,sport
whoresJon,whoreson
bKetleheaded,beetleheaded
flgpeard,flapeard
knave,knave
replited,replied
GeraQim,Gerasim
midwife,midwife
gHes,Hes
lying,lying
shrieJed,shrieked
around,around
legislative,legislative
codes,codes
respQonsibility,responsibility
appears,appears
greater,greater
Xr,or
BRAKENBURY,BRAKENBURY
FEol,Fool
fool,fool
whestt,whetst
knife,knife
thyself,thyself
buraed,burned
yver,ever
brightly,brightly
aWnd,and
flaming,flaming
childret,children
ij,in
bringing,bringing
forCnight,fortnight
delare,declare
Eiss,Miss
nKo,no
anwer,answer
walked,walked
Tohu,Thou
Mhntague,Montague
uin,in
Buckingham,Buckingham
rogue,rogue
villain,villain
fieghts,fights
Yy,by
book,book
owoden,wooden
walls,walls
reodlent,redolent
pine,pine
gone,gone
farther,farther
Anton,Anton
Nt,it
eH,He
bgan,began
danger,danger
paying,paying
attention,attention
pasjsing,passing
uot,out
gate,gate
dull,dull
vt,It
delightfu,delightful
Delightful,Delightful
retreating,retreating
Sventsyani,Sventsyani
tbuch,touch
stick,stick
odr,or
wisp,wisp
revolutino,revolution
hhas,has
beome,become
terrible,terrible
person,person
ATNONIO,ANTONIO
linger,linger
lay,lay
diplomats,diplomats
whTo,who
esteemed,esteemed
ebcause,because
negative,negative
qualities,qualities
Ciitzen,Citizen
Taht,That
eaxctly,exactly
hwat,what
supposed,supposed
wuld,would
propetr,proper
ocmpliment,compliment
Xof,of
humanity,humanity
hQ,he
mgiht,might
arranged,arranged
matters,matters
according,according
glaDced,glanced
Dolokov,Dolokhov
bending,bending
finger,finger
shown,shown
fired,fired
moivng,moving
oened,opened
ut,out
fastened,fastened
Lydas,Lydias
sdie,side
alarm,alarm
Tell,Tell
hmi,him
hl,he
hah,hath
Small,Small
ojy,joy
Englands,Englands
queen,queen
roxund,round
Kin,in
quarters,quarters
allotted,allotted
playing,playing
chess,chess
Berg,Berg
unsatiate,unsatiate
EdwKard,Edward
nobIle,noble
ones,ones
thvy,they
bases,bases
sure,sure
Bring,Bring
some,some
rum,rum
Bonjour,Bonjour
Sony,Sonya
xshe,she
dotn,dont
lemember,remember
eaBrth,earth
drinkMst,drinkst
revenge,revenge
intrigues,intrigues
violence,violence
exile,exile
executions,executions
societyI,societyI
unerstand,understand
ohw,how
mRn,man
immense,immense
intellect,intellect
fail,fail
length,length
thye,they
